pair,timeframe,threshold,initial_capital,final_capital,profit,profit_pct,total_trades,win_rate,avg_profit,max_profit,max_loss,profit_factor,total_fee,hodl_return,outperformance,market_condition,timestamp
MANTA/USDT,1h,0.001,11,15.908836669255694,4.9088366692556935,44.62578790232448,135,74.07407407407408,0.5614370370370358,0.9975999999999984,-0.6990000000000052,4.162563631811714,5.4151588,22.352941176470576,22.2728467258539,UPTREND,20250528_034208
MANTA/USDT,1h,0.001,11,15.908836669255694,4.9088366692556935,44.62578790232448,135,74.07407407407408,0.5614370370370358,0.9975999999999984,-0.6990000000000052,4.162563631811714,5.4151588,22.352941176470576,22.2728467258539,UPTREND,20250528_034452
MANTA/USDT,1h,0.001,11,15.908836669255694,4.9088366692556935,44.625787902324475,135,74.07407407407408,0.5614370370370358,0.9975999999999985,-0.6990000000000052,4.162563631811714,5.4151588,22.352941176470576,22.2728467258539,UPTREND,20250528_034654
