,entry_date,exit_date,entry_price,exit_price,exit_reason,pnl,pnl_pct
64,2025-05-17 14:00:00,2025-05-17 15:00:00,0.259,0.262108,TP,0.09956047999999917,0.9975999999999985
65,2025-05-17 19:00:00,2025-05-17 20:00:00,0.261,0.26413200000000003,TP,0.09956048000000095,0.9975999999999985
66,2025-05-17 23:00:00,2025-05-18 02:00:00,0.263,0.266156,TP,0.09956048000000095,0.9975999999999985
67,2025-05-18 04:00:00,2025-05-18 05:00:00,0.265,0.26818000000000003,TP,0.09956047999999917,0.9975999999999985
68,2025-05-18 07:00:00,2025-05-18 08:00:00,0.274,0.27728800000000003,TP,0.09956048000000095,0.9975999999999985
69,2025-05-18 12:00:00,2025-05-18 13:00:00,0.281,0.284372,TP,0.09956047999999917,0.9975999999999985
70,2025-05-18 14:00:00,2025-05-18 15:00:00,0.289,0.292468,TP,0.09956047999999917,0.9975999999999985
71,2025-05-18 16:00:00,2025-05-18 17:00:00,0.297,0.29551499999999997,SL,-0.06976020000000105,-0.6990000000000052
72,2025-05-18 20:00:00,2025-05-18 21:00:00,0.272,0.275264,TP,0.09956047999999917,0.9975999999999985
73,2025-05-18 22:00:00,2025-05-18 23:00:00,0.276,0.279312,TP,0.09956047999999917,0.9975999999999985
74,2025-05-19 05:00:00,2025-05-19 06:00:00,0.262,0.265144,TP,0.09956047999999917,0.9975999999999985
75,2025-05-19 07:00:00,2025-05-19 08:00:00,0.258,0.261096,TP,0.09956047999999917,0.9975999999999985
76,2025-05-19 11:00:00,2025-05-19 12:00:00,0.26,0.2587,SL,-0.06976020000000105,-0.6990000000000052
77,2025-05-19 13:00:00,2025-05-19 14:00:00,0.258,0.261096,TP,0.09956047999999917,0.9975999999999985
78,2025-05-19 15:00:00,2025-05-19 16:00:00,0.266,0.26919200000000004,TP,0.09956047999999917,0.9975999999999985
79,2025-05-19 20:00:00,2025-05-19 21:00:00,0.267,0.26566500000000004,SL,-0.06976019999999927,-0.6989999999999941
80,2025-05-19 23:00:00,2025-05-20 00:00:00,0.266,0.26919200000000004,TP,0.09956047999999917,0.9975999999999985
81,2025-05-20 01:00:00,2025-05-20 02:00:00,0.266,0.26919200000000004,TP,0.09956047999999917,0.9975999999999985
82,2025-05-20 05:00:00,2025-05-20 06:00:00,0.275,0.273625,SL,-0.06976020000000105,-0.6990000000000052
83,2025-05-20 13:00:00,2025-05-20 14:00:00,0.262,0.265144,TP,0.09956047999999917,0.9975999999999985
84,2025-05-20 15:00:00,2025-05-20 16:00:00,0.262,0.265144,TP,0.09956047999999917,0.9975999999999985
85,2025-05-20 17:00:00,2025-05-20 18:00:00,0.262,0.265144,TP,0.09956047999999917,0.9975999999999985
86,2025-05-20 19:00:00,2025-05-20 20:00:00,0.259,0.262108,TP,0.09956047999999917,0.9975999999999985
87,2025-05-20 21:00:00,2025-05-20 22:00:00,0.273,0.271635,SL,-0.06976020000000105,-0.6990000000000052
88,2025-05-20 23:00:00,2025-05-21 00:00:00,0.272,0.275264,TP,0.09956047999999917,0.9975999999999985
89,2025-05-21 02:00:00,2025-05-21 04:00:00,0.271,0.274252,TP,0.0995604799999974,0.9975999999999763
90,2025-05-21 06:00:00,2025-05-21 07:00:00,0.28,0.2786,SL,-0.06976020000000105,-0.6990000000000052
91,2025-05-21 11:00:00,2025-05-21 12:00:00,0.272,0.275264,TP,0.09956047999999917,0.9975999999999985
92,2025-05-21 13:00:00,2025-05-21 14:00:00,0.276,0.279312,TP,0.09956047999999917,0.9975999999999985
93,2025-05-21 15:00:00,2025-05-21 16:00:00,0.28,0.28336000000000006,TP,0.09956048000000095,0.9975999999999985
94,2025-05-21 18:00:00,2025-05-21 20:00:00,0.273,0.276276,TP,0.09956047999999917,0.9975999999999985
95,2025-05-21 22:00:00,2025-05-21 23:00:00,0.28,0.28336000000000006,TP,0.09956048000000095,0.9975999999999985
96,2025-05-22 00:00:00,2025-05-22 01:00:00,0.293,0.296516,TP,0.09956047999999917,0.9975999999999985
97,2025-05-22 02:00:00,2025-05-22 03:00:00,0.293,0.296516,TP,0.09956047999999917,0.9975999999999985
98,2025-05-22 04:00:00,2025-05-22 05:00:00,0.312,0.315744,TP,0.09956048000000095,0.9975999999999985
99,2025-05-22 07:00:00,2025-05-22 09:00:00,0.318,0.321816,TP,0.09956047999999917,0.9975999999999985
100,2025-05-22 14:00:00,2025-05-22 15:00:00,0.312,0.315744,TP,0.09956048000000095,0.9975999999999985
101,2025-05-22 17:00:00,2025-05-22 18:00:00,0.317,0.32080400000000003,TP,0.09956048000000095,0.9975999999999985
102,2025-05-22 20:00:00,2025-05-22 21:00:00,0.319,0.322828,TP,0.09956047999999917,0.9975999999999985
103,2025-05-22 23:00:00,2025-05-23 00:00:00,0.326,0.32991200000000004,TP,0.09956048000000095,0.9975999999999985
104,2025-05-23 01:00:00,2025-05-23 02:00:00,0.326,0.32991200000000004,TP,0.09956048000000095,0.9975999999999985
105,2025-05-23 03:00:00,2025-05-23 04:00:00,0.339,0.337305,SL,-0.06976020000000105,-0.6990000000000052
106,2025-05-23 08:00:00,2025-05-23 09:00:00,0.322,0.325864,TP,0.09956047999999917,0.9975999999999985
107,2025-05-23 10:00:00,2025-05-23 11:00:00,0.328,0.32636000000000004,SL,-0.06976019999999927,-0.6989999999999941
108,2025-05-23 14:00:00,2025-05-23 15:00:00,0.312,0.31044,SL,-0.06976020000000105,-0.6990000000000052
109,2025-05-23 17:00:00,2025-05-23 18:00:00,0.308,0.30646,SL,-0.06976019999999927,-0.6989999999999941
110,2025-05-24 02:00:00,2025-05-24 04:00:00,0.283,0.286396,TP,0.09956047999999917,0.9975999999999985
111,2025-05-24 05:00:00,2025-05-24 06:00:00,0.292,0.29053999999999996,SL,-0.06976020000000105,-0.6990000000000052
112,2025-05-24 10:00:00,2025-05-24 12:00:00,0.286,0.28943199999999997,TP,0.09956047999999917,0.9975999999999985
113,2025-05-24 14:00:00,2025-05-24 15:00:00,0.286,0.28943199999999997,TP,0.09956047999999917,0.9975999999999985
114,2025-05-24 17:00:00,2025-05-24 20:00:00,0.288,0.28656,SL,-0.06976020000000105,-0.6990000000000052
115,2025-05-24 23:00:00,2025-05-25 00:00:00,0.281,0.27959500000000004,SL,-0.06976019999999927,-0.6989999999999941
116,2025-05-25 02:00:00,2025-05-25 04:00:00,0.275,0.27830000000000005,TP,0.09956048000000095,0.9975999999999985
117,2025-05-25 05:00:00,2025-05-25 06:00:00,0.281,0.27959500000000004,SL,-0.06976019999999927,-0.6989999999999941
118,2025-05-25 12:00:00,2025-05-25 13:00:00,0.267,0.270204,TP,0.09956047999999917,0.9975999999999985
119,2025-05-25 18:00:00,2025-05-25 19:00:00,0.264,0.267168,TP,0.09956048000000095,0.9975999999999985
120,2025-05-25 21:00:00,2025-05-25 22:00:00,0.27,0.27324000000000004,TP,0.09956048000000095,0.9975999999999985
121,2025-05-25 23:00:00,2025-05-26 00:00:00,0.282,0.28538399999999997,TP,0.09956047999999917,0.9975999999999985
122,2025-05-26 01:00:00,2025-05-26 02:00:00,0.293,0.296516,TP,0.09956047999999917,0.9975999999999985
123,2025-05-26 04:00:00,2025-05-26 05:00:00,0.31,0.30845,SL,-0.06976019999999927,-0.6989999999999941
124,2025-05-26 07:00:00,2025-05-26 08:00:00,0.308,0.311696,TP,0.09956048000000095,0.9975999999999985
125,2025-05-26 12:00:00,2025-05-26 13:00:00,0.303,0.301485,SL,-0.06976019999999927,-0.6989999999999941
126,2025-05-26 15:00:00,2025-05-26 16:00:00,0.296,0.299552,TP,0.09956047999999917,0.9975999999999985
127,2025-05-26 18:00:00,2025-05-26 19:00:00,0.29,0.28855,SL,-0.06976020000000105,-0.6990000000000052
128,2025-05-26 21:00:00,2025-05-26 22:00:00,0.291,0.289545,SL,-0.06976019999999927,-0.6989999999999941
129,2025-05-26 23:00:00,2025-05-27 00:00:00,0.289,0.292468,TP,0.09956047999999917,0.9975999999999985
130,2025-05-27 04:00:00,2025-05-27 05:00:00,0.291,0.294492,TP,0.09956048000000095,0.9975999999999985
131,2025-05-27 06:00:00,2025-05-27 07:00:00,0.296,0.299552,TP,0.09956047999999917,0.9975999999999985
132,2025-05-27 08:00:00,2025-05-27 09:00:00,0.301,0.304612,TP,0.09956047999999917,0.9975999999999985
133,2025-05-27 13:00:00,2025-05-27 14:00:00,0.306,0.30447,SL,-0.06976019999999927,-0.6989999999999941
134,2025-05-27 15:00:00,2025-05-27 16:00:00,0.301,0.304612,TP,0.09956047999999917,0.9975999999999985
